#syscall (v5.15.0 2021-11-03),x86,x86_64,x32,arm,aarch64,mips,mips64,mips64n32,parisc,parisc64,ppc,ppc64,riscv64,s390,s390x,sh
timer_gettime,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
timer_gettime64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
timer_settime,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
timer_settime64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
times,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
tkill,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
truncate,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
truncate64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
tuxcall,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
ugetrlimit,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
ulimit,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
umask,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
umount,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
umount2,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
uname,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
unlink,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
unlinkat,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
unshare,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
uselib,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
userfaultfd,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
usr26,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
usr32,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
ustat,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
utime,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
utimensat,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
utimensat_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
utimes,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
vfork,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
vhangup,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
vm86,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
vm86old,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
vmsplice,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
vserver,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
wait4,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
waitid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
waitpid,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04
write,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
writev,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
