#syscall (v5.15.0 2021-11-03),x86,x86_64,x32,arm,aarch64,mips,mips64,mips64n32,parisc,parisc64,ppc,ppc64,riscv64,s390,s390x,sh
olduname,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04
open,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
openat,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
openat2,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
open_by_handle_at,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
open_tree,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pause,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pciconfig_iobase,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
pciconfig_read,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
pciconfig_write,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
perf_event_open,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
personality,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pidfd_getfd,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pidfd_open,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pidfd_send_signal,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pipe,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pipe2,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pivot_root,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pkey_alloc,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pkey_free,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pkey_mprotect,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
poll,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
ppoll,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
ppoll_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
prctl,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pread64,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
preadv,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
preadv2,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
prlimit64,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
process_madvise,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
process_mrelease,SCMP_KV_5_04,SCMP_KV_5_18,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
process_vm_readv,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
process_vm_writev,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
prof,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
profil,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
pselect6,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pselect6_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
ptrace,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
putpmsg,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
pwrite64,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pwritev,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
pwritev2,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
query_module,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
quotactl,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
quotactl_fd,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
read,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
readahead,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
readdir,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
readlink,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
readlinkat,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
readv,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
reboot,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
recv,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04
recvfrom,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
recvmmsg,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
recvmmsg_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
recvmsg,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
remap_file_pages,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
removexattr,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rename,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
renameat,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
renameat2,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
request_key,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
restart_syscall,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
riscv_flush_icache,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
rmdir,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rseq,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rtas,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
